Name,Filter,Object,ExposureMode,UT
NCyi030344.fits,Ks,dark-20.0-1 5,dark 20.0, TCS UTC at start (  8h:4m:33.0s)               
NCyi030345.fits,Ks,dark-20.0-1 6,dark 20.0, TCS UTC at start (   8h:5m:4.0s)               
NCyi030346.fits,Ks,dark-3.0-1 1,dark 3.0, TCS UTC at start (  8h:5m:36.0s)               
NCyi030347.fits,Ks,dark-3.0-1 2,dark 3.0, TCS UTC at start (  8h:5m:49.0s)               
NCyi030348.fits,Ks,dark-3.0-1 3,dark 3.0, TCS UTC at start (   8h:6m:3.0s)               
NCyi030349.fits,Ks,dark-3.0-1 4,dark 3.0, TCS UTC at start (  8h:6m:17.0s)               
NCyi030350.fits,Ks,dark-3.0-1 5,dark 3.0, TCS UTC at start (  8h:6m:31.0s)               
NCyi030351.fits,Ks,dark-3.0-1 6,dark 3.0, TCS UTC at start (  8h:6m:45.0s)               
NCyi030352.fits,Ks,dark-30.0-1 1,dark 30.0, TCS UTC at start (  8h:6m:59.0s)               
NCyi030353.fits,Ks,dark-30.0-1 2,dark 30.0, TCS UTC at start (  8h:7m:40.0s)               
NCyi030354.fits,Ks,dark-30.0-1 3,dark 30.0, TCS UTC at start (  8h:8m:21.0s)               
NCyi030355.fits,Ks,dark-30.0-1 4,dark 30.0, TCS UTC at start (   8h:9m:1.0s)               
NCyi030356.fits,Ks,dark-30.0-1 5,dark 30.0, TCS UTC at start (  8h:9m:42.0s)               
NCyi030357.fits,Ks,dark-30.0-1 6,dark 30.0, TCS UTC at start ( 8h:10m:22.0s)               
NCyi030358.fits,Ks,dark-7.0-1 1,dark 7.0, TCS UTC at start (  8h:11m:3.0s)               
NCyi030359.fits,Ks,dark-7.0-1 2,dark 7.0, TCS UTC at start ( 8h:11m:20.0s)               
NCyi030360.fits,Ks,dark-7.0-1 3,dark 7.0, TCS UTC at start ( 8h:11m:38.0s)               
NCyi030361.fits,Ks,dark-7.0-1 4,dark 7.0, TCS UTC at start ( 8h:11m:56.0s)               
NCyi030362.fits,Ks,dark-7.0-1 5,dark 7.0, TCS UTC at start ( 8h:12m:14.0s)               
NCyi030363.fits,Ks,dark-7.0-1 6,dark 7.0, TCS UTC at start ( 8h:12m:31.0s)               
NCyi030364.fits,Ks,dfra-12.0-10 1,dframes 12.0 10, TCS UTC at start ( 8h:12m:50.0s)               
NCyi030365.fits,Ks,dfra-12.0-10 2,dframes 12.0 10, TCS UTC at start (  8h:15m:2.0s)               
NCyi030366.fits,Ks,dfra-12.0-10 3,dframes 12.0 10, TCS UTC at start ( 8h:17m:14.0s)               
NCyi030367.fits,Ks,dfra-12.0-10 4,dframes 12.0 10, TCS UTC at start ( 8h:19m:25.0s)               
NCyi030368.fits,Ks,dfra-12.0-10 5,dframes 12.0 10, TCS UTC at start ( 8h:21m:37.0s)               
NCyi030369.fits,Ks,dfra-12.0-10 6,dframes 12.0 10, TCS UTC at start ( 8h:23m:49.0s)               
