Name,Filter,Object,ExposureMode,UT
NCzf200318.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:33m:56.0s)               
NCzf200319.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:34m:19.0s)               
NCzf200320.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:34m:41.0s)               
NCzf200321.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:35m:3.0s)               
NCzf200322.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:35m:25.0s)               
NCzf200323.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:35m:47.0s)               
NCzf200324.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:36m:10.0s)               
NCzf200325.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:36m:32.0s)               
NCzf200326.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:36m:54.0s)               
NCzf200327.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:37m:17.0s)               
NCzf200328.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:37m:39.0s)               
NCzf200329.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:38m:2.0s)               
NCzf200330.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:38m:23.0s)               
NCzf200331.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:38m:46.0s)               
NCzf200332.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:39m:8.0s)               
NCzf200333.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:39m:31.0s)               
NCzf200334.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:39m:52.0s)               
NCzf200335.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:40m:16.0s)               
NCzf200336.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:40m:37.0s)               
NCzf200337.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:41m:0.0s)               
NCzf200338.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:41m:22.0s)               
NCzf200339.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:41m:44.0s)               
NCzf200340.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:42m:7.0s)               
NCzf200341.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:42m:29.0s)               
NCzf200342.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:42m:52.0s)               
NCzf200343.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:43m:13.0s)               
NCzf200344.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:43m:37.0s)               
NCzf200345.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:43m:58.0s)               
NCzf200346.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:44m:22.0s)               
NCzf200347.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:44m:43.0s)               
NCzf200348.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:45m:6.0s)               
NCzf200349.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:45m:28.0s)               
NCzf200350.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:45m:51.0s)               
NCzf200351.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:46m:13.0s)               
NCzf200352.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:46m:35.0s)               
NCzf200353.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:46m:57.0s)               
NCzf200354.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:47m:20.0s)               
NCzf200355.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:47m:41.0s)               
NCzf200356.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:48m:4.0s)               
NCzf200357.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:48m:26.0s)               
NCzf200358.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:48m:48.0s)               
NCzf200359.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:49m:11.0s)               
NCzf200360.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:49m:32.0s)               
NCzf200361.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:49m:55.0s)               
NCzf200362.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:50m:17.0s)               
NCzf200363.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:50m:40.0s)               
NCzf200364.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:51m:2.0s)               
NCzf200365.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:51m:25.0s)               
NCzf200366.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:51m:47.0s)               
NCzf200367.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:52m:10.0s)               
NCzf200368.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:52m:32.0s)               
NCzf200369.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:52m:54.0s)               
NCzf200370.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:53m:17.0s)               
NCzf200371.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:53m:39.0s)               
NCzf200372.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:54m:2.0s)               
NCzf200373.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:54m:24.0s)               
