Name,Filter,Object,ExposureMode,UT
NCyd040492.fits,K,HD46301 A2,frames 5.0 6, TCS UTC at start (23h:19m:34.0s)               
NCyd040838.fits,Ks,hip69858 A1,frames 6.0 10, TCS UTC at start ( 2h:53m:31.0s)               
NCyd040839.fits,Ks,hip69858 B1,frames 6.0 10, TCS UTC at start ( 2h:54m:53.0s)               
NCyd040840.fits,Ks,hip69858 B2,frames 6.0 10, TCS UTC at start ( 2h:56m:10.0s)               
NCyd040841.fits,Ks,hip69858 A2,frames 6.0 10, TCS UTC at start ( 2h:57m:32.0s)               
NCyd040842.fits,Ks,slit image,expose 10.0, TCS UTC at start (  3h:1m:43.0s)               
NCyd040843.fits,Ks,acquisition,expose 10.0, TCS UTC at start (  3h:2m:54.0s)               
NCyd040844.fits,Ks,acquisition,expose 10.0, TCS UTC at start (  3h:4m:21.0s)               
NCyd040845.fits,Ks,128slit+target,expose 10.0, TCS UTC at start (  3h:5m:22.0s)               
NCyd040846.fits,Ks,SDSSJ1426 A1,frames 60.0 10, TCS UTC at start (   3h:7m:1.0s)               
NCyd040847.fits,Ks,SDSSJ1426 B1,frames 60.0 10, TCS UTC at start ( 3h:17m:45.0s)               
NCyd040848.fits,Ks,SDSSJ1426 B2,frames 60.0 10, TCS UTC at start ( 3h:28m:24.0s)               
NCyd040849.fits,Ks,SDSSJ1426 A2,frames 60.0 10, TCS UTC at start (  3h:39m:4.0s)               
NCyd040850.fits,Ks,SDSSJ1426 A1,frames 60.0 10, TCS UTC at start ( 3h:49m:43.0s)               
