Name,Filter,Object,ExposureMode,UT
NCyh020743.fits,K,prog6 A1,frames 4.0 2, TCS UTC at start ( 4h:18m:47.0s)               
NCyh020744.fits,K,prog6 B1,frames 4.0 2, TCS UTC at start ( 4h:19m:13.0s)               
NCyh020745.fits,K,prog6 B2,frames 4.0 2, TCS UTC at start ( 4h:19m:34.0s)               
NCyh020746.fits,K,prog6 A2,frames 4.0 2, TCS UTC at start (  4h:20m:1.0s)               
NCyh020747.fits,K,dark after clean3,dark 0.0, TCS UTC at start ( 4h:20m:40.0s)               
NCyh020748.fits,K,dark after clean3,dark 0.0, TCS UTC at start (  4h:21m:6.0s)               
NCyh020749.fits,K,prog6_test,expose 1.0, TCS UTC at start ( 4h:21m:45.0s)               
NCyh020750.fits,K,prog6_a1,expose 3.0, TCS UTC at start ( 4h:22m:40.0s)               
NCyh020751.fits,K,prog6_b1,expose 3.0, TCS UTC at start ( 4h:23m:48.0s)               
NCyh020752.fits,K,prog6_b2,expose 3.0, TCS UTC at start (  4h:24m:8.0s)               
NCyh020753.fits,K,prog6_a2,expose 3.0, TCS UTC at start ( 4h:24m:45.0s)               
NCyh020754.fits,K,Argon,expose 10.0, TCS UTC at start (  4h:26m:1.0s)               
NCyh020755.fits,K,Xenon,expose 20.0, TCS UTC at start ( 4h:26m:33.0s)               
NCyh020756.fits,K,Halogen 1,expose 7.0, TCS UTC at start ( 4h:27m:14.0s)               
NCyh020757.fits,K,Halogen 2,expose 7.0, TCS UTC at start ( 4h:27m:33.0s)               
NCyh020758.fits,K,Halogen 3,expose 7.0, TCS UTC at start ( 4h:27m:50.0s)               
NCyh020760.fits,K,slit image,expose 3.0, TCS UTC at start ( 4h:33m:53.0s)               
