1.656165;6.694e-32;1.325e-07;4307.5001;13;13;1;1;6.0;6.0
1.656549;7.739e-32;1.328e-07;4307.4988;15;15;1;1;7.0;7.0
1.657463;7.451e-34;1.476e-09;4307.4988;13;15;1;1;6.0;7.0
1.679210;7.733e-55;2.342e-08;15045.0274;40;40;4;4;;
1.689020;1.733e-58;1.072e-07;17039.6370;32;32;5;5;;
1.691620;3.158e-69;1.553e-11;20580.1391;120;116;2;2;;
1.704410;1.843e-72;1.837e-08;23359.8004;44;44;7;7;;
1.757773;2.443e-26;1.497e-09;767.4832;15;13;0;0;7.0;6.0
1.758618;2.201e-24;1.557e-07;767.4832;13;13;0;0;6.0;6.0
1.759036;2.545e-24;1.561e-07;767.4820;15;15;0;0;7.0;7.0
1.759880;2.449e-26;1.734e-09;767.4820;13;15;0;0;6.0;7.0
1.810100;2.023e-48;3.019e-08;12041.6542;40;40;3;3;;
1.823250;4.582e-70;9.835e-08;22514.9381;36;36;7;7;;
1.827400;2.409e-52;1.364e-07;14162.9409;32;32;4;4;;
1.868030;4.330e-67;2.584e-08;20866.7210;44;44;6;6;;
1.939090;2.824e-44;1.975e-10;8876.0509;19;21;2;2;9.0;10.0
1.940480;5.913e-42;3.744e-08;8876.0509;21;21;2;2;10.0;10.0
1.941646;5.353e-42;3.748e-08;8876.0483;19;19;2;2;9.0;9.0
1.943037;2.835e-44;1.797e-10;8876.0483;21;19;2;2;10.0;9.0
1.943850;6.302e-78;2.177e-08;25974.7308;48;48;8;8;;
1.962740;7.224e-46;1.687e-07;11123.6763;32;32;3;3;;
1.968140;3.104e-78;1.810e-11;24860.5253;128;124;3;3;;
2.011760;1.282e-64;1.357e-07;19980.5240;36;36;6;6;;
2.034670;2.210e-61;3.466e-08;18205.5862;44;44;5;5;;
2.043050;1.618e-75;1.033e-07;25105.9581;40;40;8;8;;
2.070897;3.470e-37;2.438e-10;5547.4903;19;21;1;1;9.0;10.0
2.072235;7.262e-35;4.620e-08;5547.4903;21;21;1;1;10.0;10.0
2.073465;6.575e-35;4.626e-08;5547.4877;19;19;1;1;9.0;9.0
2.074803;3.482e-37;2.218e-10;5547.4877;21;19;1;1;10.0;9.0
2.095458;1.815e-41;1.485e-09;7921.9729;17;15;2;2;8.0;7.0
2.096581;2.162e-39;2.005e-07;7921.9729;15;15;2;2;7.0;7.0
2.096974;2.454e-39;2.009e-07;7921.9714;17;17;2;2;8.0;8.0
2.098096;1.820e-41;1.689e-09;7921.9714;15;17;2;2;7.0;8.0
2.133870;3.258e-61;3.522e-11;16897.4884;116;112;1;1;;
2.151910;6.116e-73;3.242e-08;23673.2782;48;48;7;7;;
2.191820;7.809e-59;1.784e-07;17278.8957;36;36;5;5;;
2.198570;2.474e-55;4.548e-08;15379.9655;44;44;4;4;;
2.203384;9.348e-30;2.955e-10;2054.3422;19;21;0;0;9.0;10.0
2.204684;1.956e-27;5.598e-08;2054.3422;21;21;0;0;10.0;10.0
2.205971;1.771e-27;5.605e-08;2054.3396;19;19;0;0;9.0;9.0
2.207271;9.380e-30;2.688e-10;2054.3396;21;19;0;0;10.0;9.0
2.221850;6.111e-80;2.917e-11;25721.4827;116;120;4;4;;
2.228870;2.573e-34;1.764e-09;4556.9280;17;15;1;1;8.0;7.0
2.229911;3.065e-32;2.383e-07;4556.9280;15;15;1;1;7.0;7.0
2.230339;3.477e-32;2.386e-07;4556.9265;17;17;1;1;8.0;8.0
2.231379;2.578e-34;2.006e-09;4556.9265;15;17;1;1;7.0;8.0
2.236200;9.221e-56;7.164e-11;14420.7377;100;104;1;1;;
2.291000;1.936e-70;1.527e-07;22757.1263;40;40;7;7;;
2.291250;1.181e-63;6.805e-11;18151.9833;104;108;2;2;;
2.308350;7.076e-53;5.039e-11;12998.4183;112;108;0;0;;
2.356860;1.319e-67;4.546e-08;21197.3345;48;48;6;6;;
2.362162;8.030e-27;2.061e-09;1026.7567;17;15;0;0;8.0;7.0
2.363138;9.564e-25;2.783e-07;1026.7567;15;15;0;0;7.0;7.0
2.363599;1.085e-24;2.786e-07;1026.7553;17;17;0;0;8.0;8.0
2.363940;5.967e-49;5.803e-08;12391.6943;44;44;3;3;;
2.364573;8.047e-27;2.343e-09;1026.7553;15;17;0;0;7.0;8.0
2.367270;1.025e-52;2.258e-07;14413.1745;36;36;4;4;;
2.374830;1.908e-78;3.496e-08;26293.0681;52;52;8;8;;
2.415810;2.415e-47;1.026e-10;10482.5775;96;100;0;0;;
2.496690;6.218e-76;1.507e-07;25358.5008;44;44;8;8;;
2.524640;5.082e-65;2.100e-07;20235.4559;40;40;6;6;;
2.526246;6.355e-45;3.095e-10;9241.2332;21;23;2;2;10.0;11.0
2.527673;1.604e-42;7.137e-08;9241.2332;23;23;2;2;11.0;11.0
2.528799;1.465e-42;7.142e-08;9241.2307;21;21;2;2;10.0;10.0
2.530226;6.375e-45;2.839e-10;9241.2307;23;21;2;2;11.0;10.0
2.538320;2.908e-46;2.782e-07;11384.8612;36;36;3;3;;
2.564170;6.185e-62;6.071e-08;18552.9310;48;48;5;5;;
2.613370;5.271e-71;8.969e-11;21671.2863;108;112;3;3;;
2.632030;1.699e-73;5.255e-08;24010.9441;52;52;7;7;;
2.691016;7.204e-38;3.788e-10;5927.9463;21;23;1;1;10.0;11.0
2.692387;1.817e-35;8.728e-08;5927.9463;23;23;1;1;11.0;11.0
2.693577;1.661e-35;8.743e-08;5927.9437;21;21;1;1;10.0;10.0
2.694949;7.226e-38;3.474e-10;5927.9437;23;21;1;1;11.0;10.0
2.705786;5.455e-42;1.938e-09;8194.1528;19;17;2;2;9.0;8.0
2.707003;8.298e-40;3.297e-07;8194.1528;17;17;2;2;8.0;8.0
2.707429;9.285e-40;3.301e-07;8194.1511;19;19;2;2;9.0;9.0
2.708646;5.466e-42;2.173e-09;8194.1511;17;19;2;2;8.0;9.0
2.747410;2.912e-59;2.757e-07;17546.3055;40;40;5;5;;
2.765540;6.366e-56;7.922e-08;15743.8285;48;48;4;4;;
